,question,answer,evidence,type,difficulty
606,What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,Insufficient information,,Null,hard
607,What is the name of the song that Li Hua will sing at the karaoke on 20260425?,Insufficient information,,Null,easy
608,What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,Insufficient information,,Null,medium
609,What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,Insufficient information,,Null,medium
610,What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,Insufficient information,,Null,medium
611,"What new species of flowers will be featured in the community garden renovation, according to the feedback provided by Li Hua during the progress reports?",Insufficient information,,Null,medium
612,What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,Insufficient information,,Null,medium
613,What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,Insufficient information,,Null,medium
614,What song did Li Hua perform at the local music festival in 2026?,Insufficient information,,Null,medium
615,"What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",Insufficient information,,Null,medium
616,What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,Insufficient information,,Null,easy
617,What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,Insufficient information,,Null,medium
618,What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,Insufficient information,,Null,medium
619,"What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",Insufficient information,,Null,easy
620,What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,Insufficient information,,Null,medium
621,What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,Insufficient information,,Null,medium
622,"What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",Insufficient information,,Null,medium
623,What were Li Hua's specific fitness goals and how did Jennifer's advice on nutrition influence them during his training for a marathon?,Insufficient information,,Null,medium
624,What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,Insufficient information,,Null,easy
625,"What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",Insufficient information,,Null,medium
626,What food did Emily order for the group's discussion about Game of Thrones characters?,Insufficient information,,Null,hard
627,"What type of protein supplements did Li Hua use after the workout on September 19, 2026?",Insufficient information,,Null,medium
628,What color was the curtain that Li Hua chose for his living room?,Insufficient information,,Null,hard
629,What specific measurements did Li Hua take for the window size before the installation of the curtain?,Insufficient information,,Null,medium
630,What is Thane's favorite type of food that he enjoys while playing video games?,Insufficient information,,Null,medium
631,What were the specific details of the negotiation between Jake Watson and Li Hua regarding player transfers from FC Barcelona to FC Bayern Munich?,Insufficient information,,Null,easy
632,What was the final match score of the 2025 UEFA Champions League final?,Insufficient information,,Null,medium
633,What was the exact date and time when Cersei Lannister first met Jaime Lannister in the Game of Thrones series?,Insufficient information,,Null,hard
634,What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,Insufficient information,,Null,medium
635,What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,Insufficient information,,Null,medium
636,What strategy did Li Hua use to score a goal in the championship match against their rival team?,Insufficient information,,Null,medium
637,What is Li Hua's favorite type of exercise outside of pull-ups?,Insufficient information,,Null,medium
638,What time did Chae first suggest they visit the music festival in the morning?,Insufficient information,,Null,hard
639,What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,Insufficient information,,Null,hard
640,What specific gifts did Wolfgang buy for Li Hua during his trip to Hong Kong?,Insufficient information,,Null,medium
641,What did the riverside café Wolfgang suggested for lunch on January 8th look like?,"The café had outdoor seating shaded by large umbrellas, overlooked a calm river lined with green trees, and had a warm, inviting atmosphere.",['20260105_1100'],Single,easy
642,"What did the living room look like on January 5, 2026, before Li Hua moved in?","The living room was bright and cozy with a blue sofa, a coffee table, houseplants by the window, and moving boxes stacked in one corner.",['20260105_1400'],Single,medium
643,"How did LiHua's bedroom appear on January 6, 2026 after unpacking?","The bedroom was tidy and sunlit, with a neatly made bed, a small desk by the window, a potted plant on the windowsill, and personal items on the bookshelf, creating a cozy atmosphere.",['20260106_0900'],Single,hard
644,"What was wrong with the kitchen tap on January 6, 2026?","The kitchen tap was leaking at the base, causing a small puddle of water on the countertop.",['20260106_1300'],Single,medium
645,"What did the kitchen water tap look like on January 6th, 2026?","The kitchen water tap was slightly leaking with a small droplet of water hanging from the spout, and its chrome finish reflected the kitchen counter and a nearby dish rack.",['20260106_1500'],Single,medium
646,What did the downtown festival look like last year according to Wolfgang's photo?,"The festival featured colorful food stalls, strings of festival lights, and a crowd enjoying street food and live music on a small stage.",['20260106_2000'],Single,medium
647,"What did the door hinge look like on January 7th, 2026?","The door hinge was metal, slightly rusted, with visible wear marks on a white door in a brightly lit hallway.",['20260107_1500'],Single,medium
648,"What did the café's famous burger look like on January 8, 2026?","The burger had crisp lettuce, ripe tomato, melted cheese, and was served in a glossy brioche bun with golden fries.",['20260108_1100'],Single,medium
649,"What did the broken light fixture look like on January 8, 2026?",The modern ceiling light fixture had a cracked glass cover with a few loose shards on the floor beneath it.,['20260108_1900'],Single,medium
650,"What did LiHua see from her balcony on the morning of January 9, 2026?","She saw a cityscape with golden sunlight on modern buildings, a river winding through the city, clear skies, and birds flying above.",['20260109_1000'],Single,hard
651,"How did LiHua's favorite corner of the living room look on January 9, 2026?","The corner featured a comfy armchair with a soft throw blanket, a side table with a steaming mug and leafy plant, and warm sunlight streaming through large windows onto the wooden floor.",['20260109_1600'],Single,hard
652,"What did the riverside path that LiHua discovered on January 10, 2026 look like?","It was a tranquil path lined with tall trees, golden sunlight, and a wooden bench overlooking the water.",['20260110_1400'],Single,medium
653,"How did Li Hua's room appear on January 10, 2026?","Li Hua's room was cozy with a blue comforter on the bed, a small wooden desk with a lamp, and a potted plant by the window letting in soft evening light.",['20260110_2100'],Single,hard
654,"What did the kickboxing class that WolfgangSchulz attended look like on January 11, 2026?","The class took place in a bright, spacious studio with mirrored walls, where people in athletic gear practiced kickboxing moves toward heavy bags as the instructor demonstrated a high kick at the front.",['20260111_0800'],Single,medium
655,What did the café LiHua visited on January 10th look like?,"The café had a cozy atmosphere with wooden tables, potted plants on the windowsills, and sunlight streaming through large windows onto a latte with foam art.",['20260111_1700'],Single,medium
656,What did Li Hua's sketch of the studio homepage layout look like before the brainstorming session on Thursday?,"The sketch featured a large header image at the top, navigation links above, a central welcome message, and sections for portfolio, about, and contact, all drawn neatly on lined paper.",['20260309_0900'],Single,medium
657,"How did Yuriko Yamamoto's studio appear before the meeting on Thursday, March 9th, 2026?","The studio was bright and airy with large windows, wooden floors, potted plants, colorful art, and a cozy seating area with pillows and a low table.",['20260309_1000'],Single,medium
